RECSEQ	MESSAGE_ID	MESSAGE_NAME	EVENT_DATE	PROD_CAT	PROD_DESC	TOTAL_OPENS	TOTAL_CLICKS	TOTAL_BOUNCES	TOTAL_UNSUBS	TOTAL_SENDS	OPEN_RATE	CLICK_RATE	BOUNCE_RATE	UNSUB_RATE	DELIVERY_RATE	URL1	URL2	URL3	URL4	URL5
0000000155	24913	HS_ICD102018_Operational_011718	2018/01/17 12:03:42	ICD102018	Operational	6199	2779	0	13	5843	106	45	         0	0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2800022&navaction=push#download-tab&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_icd102018_operational_011718&utm_campaign=hs_icd102018&utm_uid=1224	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2800022&navaction=push#download-tab&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_icd102018_operational_011718&utm_campaign=hs_icd102018&utm_uid=1035	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2800022&navaction=push#download-tab&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_icd102018_operational_011718&utm_campaign=hs_icd102018&utm_uid=1162	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2800022&navaction=push#download-tab&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_icd102018_operational_011718&utm_campaign=hs_icd102018&utm_uid=1168
0000000156	25024	HS_RBRVS2018_PromoTransactional_011918	2018/01/19 10:00:51	RBRVS2018	PromoTransactional	5502	9895	3	46	37316	15	180	0	0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2800028&navaction=push&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_rbrvs2018_promotransactional_011918&utm_campaign=hs_rbrvs2018&utm_uid=10199354&u	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2800028&navaction=push&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_rbrvs2018_promotransactional_011918&utm_campaign=hs_rbrvs2018&utm_uid=10326819~k	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2800028&navaction=push&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_rbrvs2018_promotransactional_011918&utm_campaign=hs_rbrvs2018&utm_uid=10382172~b	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2800028&navaction=push&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_rbrvs2018_promotransactional_011918&utm_campaign=hs_rbrvs2018&utm_uid=10102277~s
0000000157	25161	HS_CDI2018_PromoTransactional_012218	2018/01/22 10:00:51	CDI2018	PromoTransactional	5083	10389	2	21	37257	14	204	0	0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotransactional_012218&amp;utm_campaign=hs_cdi201	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10261129&addr1_unsb_ec_gen=off&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_cdi2018_promotransactional_012218&utm_campaign=hs_cdi201	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&navaction=push&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_cdi2018_promotransactional_012218&utm_campaign=hs_cdi2018&utm_uid=10128394~xpm&u	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&navaction=push&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_cdi2018_promotransactional_012218&utm_campaign=hs_cdi2018&utm_uid=10201020~xpm&u
0000000158	25952	HS_CredentialingWebinars_Educational_020518	2018/01/08 00:00:00	CredentialingWebinars	Educational	6651	6966	6	142	21025	32	105	0	1	100		https://cc.readytalk.com/r/wivckaeusy3i&eom?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_credentialingwebinars_educational_020518&utm_campaign=credentialing+webinars&utm_uid=10339184&utm_effort=	https://cc.readytalk.com/r/wivckaeusy3i&eom?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_credentialingwebinars_educational_020518&utm_campaign=credentialing+webinars&utm_uid=9591256&utm_effort=	https://cc.readytalk.com/r/wivckaeusy3i&eom?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_credentialingwebinars_educational_020518&utm_campaign=credentialing+webinars&utm_uid=10353582&utm_effort=	https://cc.readytalk.com/r/wivckaeusy3i&eom?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_credentialingwebinars_educational_020518&utm_campaign=credentialing+webinars&utm_uid=9238782&utm_effort=
0000000159	2610	Health Solutions_Credentialing_Credentialing and Privileging_08-01-16	2016/08/01 10:34:00	Credentialing		7546	1531	30	12	10569	71	20	0	0	100		https://cc.readytalk.com/r/vfc6cpdhx2zx&eom?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_credentialing+and+privileging_08-01-16&utm_campaign=health+solutions+credentialing	http://www.ama-assn.org/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_credentialing+and+privileging_08-01-16&utm_campaign=health+solutions+credentialing	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_credentialing+and+privileging_08-01-16&utm_campaign=health+solutions+credentialing	http://info.commerce.ama-assn.org/ama-credentialing-services-home?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_credentialing+and+privileging_08-01-16&utm_campaign=health+solutions+credentialing
0000000160	2612	Health Solutions_Credentialing_Whitepaper_7-28-16	2016/08/03 10:01:00	Credentialing		5126	1332	24	10	10574	48	26	0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-services-home?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_whitepaper_7-28-16&utm_campaign=health+solutions+credentialing	http://www.ama-assn.org/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_whitepaper_7-28-16&utm_campaign=health+solutions+credentialing	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_whitepaper_7-28-16&utm_campaign=health+solutions+credentialing	https://commerce.ama-assn.org/amaprofiles/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_whitepaper_7-28-16&utm_campaign=health+solutions+credentialing
0000000161	26123	HS_ RBRVS2018_ PromoRetention_020818	2018/01/08 00:00:00	 RBRVS2018	 PromoRetention	280	53	0	6	649	43	19	         0	1	100		https://amc.ama-assn.org/subscriptions?user_id=10315250&mailing_id=26123&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_+rbrvs2018_+promoretention_020818&utm_campaign=hs_rbrvs2018~blq&utm_uid=10315250&utm_effort=	https://amc.ama-assn.org/subscriptions?user_id=10868781&mailing_id=26123&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_+rbrvs2018_+promoretention_020818&utm_campaign=hs_rbrvs2018~zno&utm_uid=10868781&utm_effort=	https://amc.ama-assn.org/subscriptions?user_id=12242552&mailing_id=26123&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_+rbrvs2018_+promoretention_020818&utm_campaign=hs_rbrvs2018~djs&utm_uid=12242552&utm_effort=	https://amc.ama-assn.org/subscriptions?user_id=12311049&mailing_id=26123&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_+rbrvs2018_+promoretention_020818&utm_campaign=hs_rbrvs2018~iex&utm_uid=12311049&utm_effort=
0000000162	26599	HS_ChannelMarketing_PromoTransactional_022118	2018/02/21 10:00:37	ChannelMarketing	PromoTransactional	207	85	0	0	569	36	41	         0	         0	100		https://ama-assn.org/go/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelmarketing_promotransactional_022118&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=10109447~qwf&amp;utm_effort=	https://ama-assn.org/go/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelmarketing_promotransactional_022118&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=10115528~ggv&amp;utm_effort=	https://ama-assn.org/go/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelmarketing_promotransactional_022118&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=10236699~rvg&amp;utm_effort=	https://ama-assn.org/go/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelmarketing_promotransactional_022118&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=10293881~eit&amp;utm_effort=
0000000163	26790	HS_ RBRVS2018_ PromoRetention_022218	2018/02/22 10:00:36	 RBRVS2018	 PromoRetention	322	71	0	15	643	50	22	         0	2	100		https://amc.ama-assn.org/subscriptions?user_id=12241950&amp;mailing_id=26790&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+rbrvs2018_+promoretention_022218&amp;utm_campaign=hs_rbrvs2018~wql&amp;utm_uid=1224195	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12242552&amp;mailing_id=26790&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+rbrvs2018_+pro	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10868781&amp;mailing_id=26790&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+rbrvs2018_+pro	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=2017172&amp;mailing_id=26790&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+rbrvs2018_+prom
0000000164	2702	HS_General Marketing_non doc_addr1_08-03-16	2016/08/03 10:00:00	CoreCoding2017		7585	1549	68	19	41001	18	20	0	0	100		https://commerce.ama-assn.org/store/content/2017-core-titles?node_id=2017-core-titles&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_general+marketing_non+doc_addr1_08-03-16&utm_campaign=health+solutions+general+marketing	https://commerce.ama-assn.org/store/content/specialoffers?node_id=nn406&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_general+marketing_non+doc_addr1_08-03-16&utm_campaign=health+solutions+general+marketing	http://www.ama-assn.org/ama?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_general%tc2bmarketing_non%tc2bdoc_addr1_08-03-16&utm_campaign=health%tc2bsolutions%~w2bgeneral%tc2bmarketing	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_general+marketing_non+doc_addr1_08-03-16&utm_campaign=health+solutions+general+marketing
0000000165	27134	HS_CDI2018_PromoTransactional_022218	2018/02/28 10:00:59	CDI2018	PromoTransactional	5176	7221	9	164	37071	14	140	0	0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotransactional_022218&amp;utm_campaign=hs_cdi201	https://www.ama-assn.org?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotransactional_022218&amp;utm_campaign=hs_cdi2018&amp;utm_uid=10352993~qwf&amp;utm_effort=	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10185426&amp;mailing_id=27134&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotr	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10265711&amp;mailing_id=27134&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotr
0000000166	27793	HS_ CPTProfessional2018_PromoTransactional_030818	2018/03/08 10:00:35	 CPTProfessional2018	PromoTransactional	4383	7946	3	162	36479	12	181	0	0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2810002&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+cptprofessional2018_promotransactional_030818&amp;utm_campa	https://amc.ama-assn.org/subscriptions?user_id=10102429&amp;mailing_id=27793&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+cptprofessional2018_promotransactional_030818&amp;utm_campaign=hs_cptprofessional2018~	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10160319&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+cptprofessional2018_promotransactio	https://www.facebook.com/americanmedicalassociation?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+cptprofessional2018_promotransactional_030818&amp;utm_campaign=hs_cptprofessional2018&amp;utm_uid=10178948&amp;utm_
0000000167	28059	HS_CDI2018_PromoTransactional_031318	2018/03/13 10:00:26	CDI2018	PromoTransactional	4907	8000	4	155	36679	13	163	0	0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotransactional_031318&amp;utm_campaign=hs_cdi201	https://amc.ama-assn.org/subscriptions?user_id=10102429&amp;mailing_id=28059&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotransactional_031318&amp;utm_campaign=hs_cdi2018~eit&amp;utm_uid=10102429&	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10151816&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotransactional_031318&am	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10219170&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cdi2018_promotransactional_031318&am
0000000168	2823	HS_General Marketing_non doc_8-8-16	2016/08/08 10:00:00	CPTEssentials		6453	1419	60	37	40700	16	22	0	0	100		https://commerce.ama-assn.org/store/content/new-cpt-essentials?node_id=new-cpt-essentials&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_general+marketing_non+doc_8-8-16&utm_campaign=health+solutions+general+marketing	http://www.ama-assn.org/ama?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_general+marketing_non+doc_8-8-16&utm_campaign=health+solutions+general+m arketing	https://commerce.ama-assn.org/store/content/specialoffers?node_id=nn406&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_general+marketing_non+doc_8-8-16&utm_campaign=health+solutions+general+marketing	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_general+marketing_non+doc_8-8-16&utm_campaign=health+solutions+general+marketing
0000000169	2826	Health Solutions_Credentialing_Video Tutorials_08-8-16	2016/08/08 10:46:00	Credentialing		7775	1456	113	24	19192	41	19	1	0	99		http://info.commerce.ama-assn.org/videos-profiles-hub	http://info.commerce.ama-assn.org/videos-profiles-hub?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_video+tutorials_08-8-16&utm_campaign=health+solutions+credentialing	http://info.commerce.ama-assn.org/ama-credentialing-services-home?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_video+tutorials_08-8-16&utm_campaign=health+solutions+credentialing	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_video+tutorials_08-8-16&utm_campaign=health+solutions+credentialing
0000000170	2849	Health Solutions_Credentialing_Free Webinar_080916	2016/08/09 10:00:00	Credentialing		5040	831	17	7	9988	50	16	0	0	100		https://cc.readytalk.com/r/axh53atltmd5&eom?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_free+webinar_080916&utm_campaign=health+solutions+credentialing	https://cc.readytalk.com/r/axh53atltmd5&eom	http://www.ama-assn.org/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_free+webinar_080916&utm_campaign=health+solutions+credentialing	http://info.commerce.ama-assn.org/ama-credentialing-services-home?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_credentialing_free+webinar_080916&utm_campaign=health+solutions+credentialing
0000000171	2880	Health Solutions_Coding Events_Symposium Savings_08-10-2016	2016/08/10 11:54:00	Symposium		7191	1255	52	66	32749	22	17	0	0	100		http://www.ama-assn.org/ama?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_coding+events_symposium+savings_08-10-2016&utm_campaign=health+solutions+coding+events	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_coding+events_symposium+savings_08-10-2016&utm_campaign=health+solutions+coding+events	https://commerce.ama-assn.org/store/content/specialoffers?node_id=nn406&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_coding+events_symposium+savings_08-10-2016&utm_campaign=health+solutions+coding+events	https://apps.ama-assn.org/profile/user/email-preferences?user_id=10111184&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=health+solutions_coding+events_symposium+savings_08-10-2016&utm_campaign=health+solutions+coding+events
0000000172	29074	HS_ RBRVS2018_ PromoRetention_032818	2018/04/03 12:17:40	 RBRVS2018	 PromoRetention	377	24	0	14	648	58	6	         0	2	100		https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=11092280&amp;mailing_id=29074&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+rbrvs2018_+pro	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12241100&amp;mailing_id=29074&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+rbrvs2018_+pro	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=9271675&amp;mailing_id=29074&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+rbrvs2018_+prom	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12311049&amp;mailing_id=29074&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_+rbrvs2018_+pro
