RECSEQ	EMPPID	ORDER_NO	LINE_NO	RETURN_DATE	CATALOG_ID	PROMO_CD	SHIPTO_CUSTID	BILLTO_CUSTID	PRODUCT_NO	RETURNED_QTY	PRICE_EACH	TAX_EACH	OTHER_CHARGE	DISCOUNT	REASON_CODE	REASON_DESC	CAMPAIGN_CODE	DEMO_CODE	INSERT_DTM	UPDATE_DTM	PRODUCT_DESC	VENDOR_NUMBER	VENDOR_NAME	PRODUCT_COST	DISCONTINUED	THEME_CODE	PRODLINE_DESC	AMA_PROD_NO	PRODUCT_LINE	PROMO_DESC	QTY_MAILED
0000000801	0000809807	45969820	000400	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	AP142618	0000000001	000000.00	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142618	3		
0000000802	0000809807	45969820	000400	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	AP500918	0000000001	000000.00	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500918	3		
0000000803	0000809807	45969820	000400	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	AP888818	0000000001	000000.00	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			CPT 2018 PROFESSIONAL EDITION9781622027378	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	AP888818	3		
0000000804	0000809807	45969820	000100	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	NC822018	0000000001	000000.00	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			PRINC CPT CODING 9E REVIEW CPY9781622025510	000000	*NONE	.00	N	4150AC24	Coding And Reimbursements	NC822018	3		
0000000805	0000809807	45969820	000200	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	NC823018	0000000001	000000.00	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			ICD10CM 2018 CODEBOOK REVIEW9781622026043	000000	*NONE	.00	N	4150BQ44	Coding And Reimbursements	NC823018	3		
0000000806	0000809807	45969820	000300	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	NC828018	0000000001	000000.00	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			ICD10PCS 2018 CODEBK REVIEW CP9781622026067	000000	*NONE	.00	N	4150BQ45	Coding And Reimbursements	NC828018	3		
0000000807	0000809807	45969820	000301	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	OP201118	0000000001	000104.95	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	16.20	N	4150BQ45	Coding And Reimbursements	OP201118	3		
0000000808	0000809807	45969820	000201	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	OP201418	0000000001	000104.95	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000000809	0000809807	45969820	000101	2018/05/07 00:00:00	TGE	TGEA13	53065838	53065838	OP501016	0000000001	000074.95	0000000000	0000000000	0000000000	R22	Overstock	TGE	A13			PRINCIPLES OF CPT CODING 9E9781622025510	933044	DONNELLEY RECEIVABLES	13.75	N	4150AC24	Coding And Reimbursements	OP501016	3		
0000000810	0000810350	45967131	009000	2018/03/20 00:00:00	FYX	FYXA11	20958251	20958251	AP142618	0000000001	000000.00	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	FYX	A11			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142618	3		
0000000811	0000810350	45967131	008000	2018/03/20 00:00:00	FYX	FYXA11	20958251	20958251	AP500918	0000000001	000000.00	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	FYX	A11			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500918	3		
0000000812	0000810350	45967131	007000	2018/03/20 00:00:00	FYX	FYXA11	20958251	20958251	AP888818	0000000001	000000.00	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	FYX	A11			CPT 2018 PROFESSIONAL EDITION9781622027378	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	AP888818	3		
0000000813	0000810350	45967131	000800	2018/04/13 00:00:00	FYX	FYXA11	20958251	20958251	NC830018	0000000001	000000.00	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	FYX	A11			RISK ADJUST DOC CODING REVIEW9781622027330	000000	*NONE	.00	N	4150AC69	Coding And Reimbursements	NC830018	3		
0000000814	0000810350	45967131	000801	2018/04/13 00:00:00	FYX	FYXA11	20958251	20958251	OP287018	0000000001	000074.95	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	FYX	A11			RISK ADJUST DOC AND CODING9781622027330	849061	CJK WEBCRAFTERS INC	10.60	N	4150AC69	Coding And Reimbursements	OP287018	3		
0000000815	0000848055	45971351	000100	2018/04/27 00:00:00	CIX	CIX	36365038	36365037	OP495015	0000000001	000084.00	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	CIX	UNK			Netter's CPT Surgery9781622020300	270982	IPC COMMUNICATION SERVICES	9.30	N	4150AC33	Coding And Reimbursements	OP495015	3	ONLINE CATALOG ORD MEMBER	00498962
0000000816	0000902496	45945049	000300	2018/01/24 00:00:00	FZBM	FZBA10	01628841	01628841	OP595018	0000000001	000194.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FZB	A10			OPTM CODCOMP PLAS/OMS/DE 189781622543113	000250	OPTUM - CUST 130006	115.97	N	4150BP71	Coding And Reimbursements	OP595018	3		
0000000817	0000942010	45973242	000400	2018/09/28 00:00:00	TGMM	TGMA10	12065501	12065501	OP168019	0000000001	000094.03	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	TGM	A10			ICD10CM DOCUMENT 20199781622027774	373398	DECISION HEALTH	29.50	N	4150BQ46	Coding And Reimbursements	OP168019	3		
0000000818	0000942345	45974077	000100	2018/04/26 00:00:00	UCV	UCVV218	39185743	39185743	OP544518	0000000001	000169.00	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	UCV	V218			2018 REIMB GDE NEUROLOGY9781942098638	269102	FINDACODE, LLC	101.40	N	4150BP47	Coding And Reimbursements	OP544518	3		
0000000819	0000942486	46045120	000200	2019/02/26 00:00:00	CIXM	CIX	37466016	37466014	OP201119	0000000001	000081.95	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3	ONLINE CATALOG ORD MEMBER	00498962
0000000820	0000943733	45997734	000200	2018/10/24 00:00:00	CIXM	CIX	23580071	23580071	OP201119	0000000006	000070.82	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3	ONLINE CATALOG ORD MEMBER	00498962
0000000821	0000945098	45962726	000100	2018/04/02 00:00:00	FXZ	FXZ	35587691	35587691	OP260018	0000000001	000179.95	0000000000	0000000000	0000000000	R22	Overstock	FXZ	UNK			CPT CE 2018:UROLOGY/NEPHROLOGY9781622027132	035217	DECISION HEALTH	40.45	N	4150AC67	Coding And Reimbursements	OP260018	3		
0000000822	0000945988	45991159	000100	2018/09/26 00:00:00	TGMM	TGMA10	01010117	97165572	EP054119	0000000001	000082.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	TGM	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000823	0000945988	45991159	000200	2018/09/26 00:00:00	TGMM	TGMA10	01010117	97165572	OP201419	0000000001	000081.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	TGM	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000824	0000946897	45970484	000100	2018/04/09 00:00:00	CIX	CIX	36346872	36346872	DS050614	0000000001	000024.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			CMS1500 0212 LASER 250	000000	*NONE	3.82	N	4150BP45	Coding And Reimbursements	DS050614	3	ONLINE CATALOG ORD MEMBER	00498962
0000000825	0000948377	46055987	000100	2019/03/27 00:00:00	4RE	4RESELL4	33641121	33641121	OP201419	0000000009	000059.92	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000826	0000948450	45973246	000200	2018/11/12 00:00:00	TGMM	TGMA10	14699627	14699627	OP201419	0000000002	000081.95	0000000000	0000000000	0000000000	R4	NO REASON	TGM	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000827	0000949041	45973966	000200	2018/04/26 00:00:00	TGMM	TGMA10	45609010	45609010	EP054118	0000000001	000082.12	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGM	A10			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000828	0000949041	45973966	000400	2018/04/26 00:00:00	TGMM	TGMA10	45609010	45609010	OP168018	0000000001	000094.03	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGM	A10			ICD10CM DOCUMENTATION 20189781622026104	035217	DECISION HEALTH	29.23	N	4150BQ46	Coding And Reimbursements	OP168018	3		
0000000829	0000949041	45973966	000300	2018/04/26 00:00:00	TGMM	TGMA10	45609010	45609010	OP201418	0000000001	000076.75	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGM	A10			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000000830	0000983880	45949655	000300	2018/01/12 00:00:00	CIXM	CIX	35675647	13039164	OP231518	0000000001	000055.97	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	CIX	UNK			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3	ONLINE CATALOG ORD MEMBER	00498962
0000000831	0000986026	46032733	000101	2019/01/21 00:00:00	CIX	CIX	37338638	37338637	EP054119	0000000001	000067.42	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	CIX	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3	ONLINE CATALOG ORD MEMBER	00498962
0000000832	0000987454	46121443	000300	2019/10/15 00:00:00	4AC	4ACAD20	42766786	42766786	OP201419	0000000006	000087.16	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4AC	AD20			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000833	0000987985	46016127	000100	2018/11/02 00:00:00	CIX	CIX	37168969	37168968	OP201419	0000000001	000108.95	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3	ONLINE CATALOG ORD MEMBER	00498962
0000000834	0000991524	45948687	000300	2017/11/28 00:00:00	CIX	CIX	35645827	35645825	EP054118	0000000001	000116.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3	ONLINE CATALOG ORD MEMBER	00498962
0000000835	0000991524	45948687	000400	2017/11/28 00:00:00	CIX	CIX	35645827	35645825	OP201118	0000000001	000104.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	16.20	N	4150BQ45	Coding And Reimbursements	OP201118	3	ONLINE CATALOG ORD MEMBER	00498962
0000000836	0000991524	45948687	000100	2017/11/28 00:00:00	CIX	CIX	35645827	35645825	OP201418	0000000001	000104.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3	ONLINE CATALOG ORD MEMBER	00498962
0000000837	0000992088	46081407	000100	2019/05/06 00:00:00	CIX	CIX	37790160	37790159	DL513319	0000000001	000250.00	0000000000	0000000000	0000000000	R18	CLIENT AUTHORIZED RETURN	CIX	UNK			CPT 2019 DATA FILE NTWK (2-10)	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	DL513319	3	ONLINE CATALOG ORD MEMBER	00498962
0000000838	0000993056	46095744	000100	2019/10/15 00:00:00	THO	THOA10	01825116	01825116	OP201120	0000000001	000108.95	0000000000	0000000000	0000000000	R4	NO REASON	THO	A10			ICD10PCS 2020 CODEBOOK9781622029266	433691	OPTUM360	14.80	N	4150BQ45	Coding And Reimbursements	OP201120	3		
0000000839	0000994869	46112612	000100	2019/10/04 00:00:00	THHM	THHA13	30191586	30191586	OP535420	0000000001	000134.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	THH	A13			OPTUM CODERS DESKREFICD10PCS209781622546312	283061	OPTUM	81.17	N	4150BP71	Coding And Reimbursements	OP535420	3		
0000000840	0000999606	45973937	000200	2018/10/10 00:00:00	TGMM	TGMA10	01562571	01562571	OP201419	0000000001	000081.95	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGM	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000841	0001001633	45982142	000200	2018/06/11 00:00:00	DCV	DCVVA18	16448670	16448670	OP201118	0000000001	000104.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	DCV	VA18			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	16.20	N	4150BQ45	Coding And Reimbursements	OP201118	3		
0000000842	0001012088	45993434	000200	2018/10/10 00:00:00	UPVM	UPVV218	01335251	01335251	OP201419	0000000001	000081.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	UPV	V218			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000843	0001021504	45973373	000100	2018/04/24 00:00:00	UNKM	UNKMC	82496441	82496441	OP947311	0000000001	000079.95	0000000000	0000000000	0000000000	R4	NO REASON	UNK	MC			The Merck Manual 19 edition9780911910193	403473	JOHN WILEY AND SONS INC	55.97	Y	4150BP74	Clinical	OP947311	8	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000000844	0001025166	45974073	000100	2018/04/26 00:00:00	EZT	EZT	27648224	01737975	EP054118	0000000001	000081.87	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	EZT	UNK			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3	BLUE CROSS BLUE SHEILD MEMBER	00000000
0000000845	0001025166	45974073	000400	2018/04/26 00:00:00	EZT	EZT	27648224	01737975	OP201118	0000000001	000073.47	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	EZT	UNK			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	16.20	N	4150BQ45	Coding And Reimbursements	OP201118	3	BLUE CROSS BLUE SHEILD MEMBER	00000000
0000000846	0001025166	45974073	000300	2018/04/26 00:00:00	EZT	EZT	27648224	01737975	OP201418	0000000001	000073.47	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	EZT	UNK			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3	BLUE CROSS BLUE SHEILD MEMBER	00000000
0000000847	0001025166	45974073	000200	2018/04/26 00:00:00	EZT	EZT	27648224	01737975	OP231518	0000000001	000069.97	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	EZT	UNK			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3	BLUE CROSS BLUE SHEILD MEMBER	00000000
0000000848	0001025956	45974820	000300	2019/02/04 00:00:00	TGM	TGMA10	76832209	76832209	OP595119	0000000001	000199.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	TGM	A10			OPTM CODING COMP PODIATRY 199781622544691	433691	OPTUM360	115.97	N	4150BP71	Coding And Reimbursements	OP595119	3		
0000000849	0001063805	45974763	000100	2018/05/11 00:00:00	4RE	4RESELL4	63513534	33835231	EP054118	0000000001	000079.53	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	4RE	SELL4			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000850	0001069721	45936148	000700	2018/01/09 00:00:00	FYTM	FYTA10	13662406	13662406	OP263018	0000000004	000128.20	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	FYT	A10			AAB-CPT CE 2018: CARDIOLOGY9781622027064	000000	*NONE	.00	N	4150AC60	Coding And Reimbursements	OP263018	3		
0000000851	0001112172	45977357	000400	2018/05/16 00:00:00	TGE	TGEA13	65106991	62840411	AP142618	0000000001	000029.42	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGE	A13			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142618	3		
0000000852	0001112172	45977357	000400	2018/05/16 00:00:00	TGE	TGEA13	65106991	62840411	AP500918	0000000001	000019.61	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGE	A13			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500918	3		
0000000853	0001112172	45977357	000400	2018/05/16 00:00:00	TGE	TGEA13	65106991	62840411	AP888818	0000000001	000057.34	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGE	A13			CPT 2018 PROFESSIONAL EDITION9781622027378	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	AP888818	3		
0000000854	0001112172	45977357	000300	2018/05/16 00:00:00	TGE	TGEA13	65106991	62840411	OP201118	0000000001	000062.97	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGE	A13			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	16.20	N	4150BQ45	Coding And Reimbursements	OP201118	3		
0000000855	0001112172	45977357	000100	2018/05/16 00:00:00	TGE	TGEA13	65106991	62840411	OP201418	0000000001	000062.97	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGE	A13			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000000856	0001112172	45977357	000200	2018/05/16 00:00:00	TGE	TGEA13	65106991	62840411	OP231518	0000000001	000059.97	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGE	A13			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000000857	0001203388	45962668	000200	2018/05/21 00:00:00	4RE	4RESELL4	90494699	59728514	EP054118	0000000012	000079.53	0000000000	0000000000	0000000000	R22	Overstock	4RE	SELL4			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000858	0001203388	45962668	000100	2018/05/21 00:00:00	4RE	4RESELL4	90494699	59728514	OP231518	0000000005	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4RE	SELL4			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000000859	0001204946	46068057	000200	2019/10/24 00:00:00	4RE	4RESELL4	32417011	32417011	OP201419	0000000005	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4RE	SELL4			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000860	0001204946	46069454	000100	2019/10/22 00:00:00	4RE	4RESELL4	32417011	32417011	EP054119	0000000001	000079.53	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000861	0001207585	45980302	000100	2018/05/31 00:00:00	CIX	CIX	36575832	36575831	OP593218	0000000001	000184.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			2018 Physician Fee & Coding Gd9781600990969	967521	INGAUGE HEALTHCARE SOLUTIONS	110.97	N	4150BP47	Coding And Reimbursements	OP593218	3	ONLINE CATALOG ORD MEMBER	00498962
0000000862	0001208041	46057831	000400	2019/02/28 00:00:00	CIX	CIX	37558402	37558402	OP098119	0000000001	000219.95	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			OPTUM DRG DESK REF 20199781622544080	433691	OPTUM360	127.57	N	4150BP71	Coding And Reimbursements	OP098119	3	ONLINE CATALOG ORD MEMBER	00498962
0000000863	0001245040	45946410	000200	2018/03/01 00:00:00	FXZ	FXZ	80127657	80127657	OP268218	0000000001	000134.96	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FXZ	UNK			CPT CE 2018: ANES-USC9781622027125	000000	*NONE	.00	N	4150AC66	Coding And Reimbursements	OP268218	3		
0000000864	0001256724	45991144	000400	2018/08/14 00:00:00	CIX	CIX	36845071	36845070	OP043819	0000000001	000040.49	0000000000	0000000000	0000000000	R12	3 FAILED DELIVERY ATTEMPTS	CIX	UNK			2019 NURSING DRUG HANDBOOK9781496384072	000317	WILLIAMS & WILKINS	26.99	N	4150BP74	Coding And Reimbursements	OP043819	3	ONLINE CATALOG ORD MEMBER	00498962
0000000865	0001256724	45991144	000300	2018/08/14 00:00:00	CIX	CIX	36845071	36845070	OP322013	0000000001	000078.36	0000000000	0000000000	0000000000	R12	3 FAILED DELIVERY ATTEMPTS	CIX	UNK			CODING WITH MODIFIERS FIFTH9781603598934	000643	EDWARDS BROTHERS	7.75	N	4150BP03	Coding And Reimbursements	OP322013	3	ONLINE CATALOG ORD MEMBER	00498962
0000000866	0001261579	46046902	000100	2019/03/01 00:00:00	4RE	4RESELL4	74785121	04145815	OP201119	0000000001	000059.92	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000000867	0001263655	46014046	000100	2018/10/29 00:00:00	DCV	DCVV5O18	71478484	71478484	EP054119	0000000001	000081.87	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	DCV	V5O18			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000868	0001276411	45955589	000100	2018/04/13 00:00:00	4BO	4BOOK20	13097034	13097034	EP054118	0000000001	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000869	0001276411	46113973	000100	2019/09/23 00:00:00	4BO	4BOOK20	13097034	13097034	EP054119	0000000001	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000870	0001280644	45949606	000100	2018/04/05 00:00:00	4BO	4BOOK20	12807073	12807073	EP054118	0000000008	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000871	0001280644	45949606	000400	2018/04/19 00:00:00	4BO	4BOOK20	12807073	12807073	OP081218	0000000005	000111.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			OPTM CODER DESK REF PROCED 189781622543328	000250	OPTUM - CUST 130006	81.17	N	4150BP71	Coding And Reimbursements	OP081218	3		
